Feature,Top Mean,Bottom Mean,tokens to include,tokens to avoid,Importance
Cuts,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
CyBall,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Cyber,0.00027419797093501506,0.0013709898546750755,0.19999999999999998,5.000000000000001,0.0
Cycle,0.004387167534960241,0.0021935837674801205,2.0,0.5,0.0
Cycles,0.0010967918837400603,0.0013709898546750755,0.7999999999999999,1.2500000000000002,0.0
Cynthia,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DA,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DAD,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DAG,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
DAILY,0.0016451878256100905,0.0021935837674801205,0.75,1.3333333333333333,0.0
DANGER,0.004112969564025226,0.0008225939128050452,5.0,0.2,0.0
DANGEROUS,0.0013709898546750755,0.0013709898546750755,1.0,1.0,0.0
DANGEROUSLY,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DAO,0.0005483959418700301,0.004112969564025226,0.13333333333333333,7.5,0.0
DAOS,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DAOs,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DAPPS,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
DARE,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DARKMOON,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DATA,0.002741979709350151,0.00027419797093501506,10.000000000000002,0.09999999999999999,0.0
DATE,0.002741979709350151,0.0008225939128050452,3.3333333333333335,0.3,0.0
DATES,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DAY,0.006032355360570332,0.003016177680285166,2.0,0.5,0.0
DAYS,0.006580751302440362,0.0016451878256100905,4.0,0.25,0.0
DC,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DCA,0.0024677817384151355,0.0005483959418700301,4.5,0.22222222222222224,0.0
DDoS,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DE,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
DEAD,0.0019193857965451055,0.0008225939128050452,2.333333333333333,0.4285714285714286,0.0
DEADLINE,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DEADPXLZ,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DEAL,0.0008225939128050452,0.0010967918837400603,0.75,1.3333333333333333,0.0
DEALS,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DEATH,0.0021935837674801205,0.0008225939128050452,2.6666666666666665,0.375,0.0
DEBATE,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DEBT,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
DEBUNKED,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DEC,0.0016451878256100905,0.00027419797093501506,6.0,0.16666666666666666,0.0
DECADE,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DECEMBER,0.006032355360570332,0.0005483959418700301,11.000000000000002,0.0909090909090909,0.0
DECENTALAND,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
DECENTRALAND,0.0016451878256100905,0.0010967918837400603,1.5,0.6666666666666666,0.0
DECENTRALIZED,0.0005483959418700301,0.0008225939128050452,0.6666666666666666,1.5,0.0
DECEPTION,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DECIDE,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
DECIDING,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DECIMATED,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
DECISION,0.002741979709350151,0.0005483959418700301,5.000000000000001,0.19999999999999998,0.0
DECISIVE,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DECLARES,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DED,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DEEP,0.0013709898546750755,0.00027419797093501506,5.000000000000001,0.19999999999999998,0.0
DEFACTOR,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DEFAULTS,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DEFEND,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DEFI,0.002741979709350151,0.005483959418700302,0.5,2.0,0.0
DEFIES,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DEFINED,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DEFINITELY,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DEFINITIVE,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DEFLATIONARY,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DEGENS,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DEHIVE,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DELAY,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DELAYED,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DELETED,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
DELIST,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DELISTED,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
DELISTING,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DELIVER,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DELIVERS,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DEMAND,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
DEMANDS,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DENIED,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DEPRESSING,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DEPTH,0.0008225939128050452,0.0005483959418700301,1.5,0.6666666666666666,0.0
DERAIL,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DESPITE,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
DESTINY,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DESTROY,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
DESTROYED,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DESTROYS,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
DESTRUCTION,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DETAILS,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DETERMINE,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DETERMINED,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DEV,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
DEVASTATING,0.0010967918837400603,0.00027419797093501506,4.0,0.25,0.0
DEVELOPER,0.0008225939128050452,0.0010967918837400603,0.75,1.3333333333333333,0.0
DEVELOPERS,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DEVELOPING,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DEVELOPMENT,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DEVELOPMENTS,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
DEX,0.0013709898546750755,0.006580751302440362,0.20833333333333334,4.8,0.006115987466059556
DEXIO,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DIAMOND,0.0008225939128050452,0.0005483959418700301,1.5,0.6666666666666666,0.0
DID,0.006580751302440362,0.0024677817384151355,2.666666666666667,0.37499999999999994,0.0
DIDI,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DIE,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DIED,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DIFFERENCE,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
DIFFERENT,0.0013709898546750755,0.0008225939128050452,1.6666666666666667,0.6,0.0
DIGITAL,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DIMINISHING,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DINOS,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DIP,0.004112969564025226,0.004387167534960241,0.9375,1.0666666666666667,0.0
DIPLOMAT,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DIPPING,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DIRE,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DIRECT,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DIRECTION,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DIRETTA,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DISAGREE,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DISAPPOINTMENT,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DISASTER,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DISASTROUS,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DISBELIEF,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DISCLOSURE,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DISCONNECT,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DISCOUNT,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DISCOUNTS,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DISCOVERED,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DISCOVERY,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
DISCUSS,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DISCUSSED,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DISCUSSING,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DISCUSSION,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DISGRACEFUL,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DISGUSTING,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DISMISSED,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DISNEY,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DISPERSION,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DISRUPT,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DISRUPTED,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DISRUPTING,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DISRUPTION,0.0008225939128050452,0.0005483959418700301,1.5,0.6666666666666666,0.0
DISRUPTIVE,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DISTRACTION,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DISTRIBUTION,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DISTURBING,0.0008225939128050452,0.0005483959418700301,1.5,0.6666666666666666,0.0
DIVE,0.0016451878256100905,0.00027419797093501506,6.0,0.16666666666666666,0.0
DIVERGENCE,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DIVIDENDS,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DIXON,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DJED,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DKNG,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DLT,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DMA,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DO,0.01727447216890595,0.003838771593090211,4.5,0.2222222222222222,0.0
DOABLE,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DOC,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DOCTOR,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DOCUMENT,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DOCUMENTS,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DOES,0.0013709898546750755,0.0019193857965451055,0.7142857142857143,1.4,0.0
DOESN,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DOEX,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DOG,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DOGE,0.009048533040855497,0.002741979709350151,3.2999999999999994,0.3030303030303031,0.0
DOGEARMY,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DOGECOIN,0.026871401151631478,0.01782286811077598,1.5076923076923077,0.663265306122449,0.011097260730446578
DOGECOINNEWS,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DOGECOINS,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DOGECON,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DOGEDASH,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DOGEELON,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DOGEELONMARS,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DOGELON,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DOGENEWS,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DOGGY,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
DOGS,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
DOING,0.0024677817384151355,0.0016451878256100905,1.4999999999999998,0.6666666666666667,0.0
DOJ,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DOLLAR,0.0021935837674801205,0.0013709898546750755,1.5999999999999999,0.6250000000000001,0.0
DOLLARS,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DOMAINS,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DOMINANCE,0.0010967918837400603,0.0005483959418700301,2.0,0.5,0.0
DOMINATE,0.0005483959418700301,0.0013709898546750755,0.39999999999999997,2.5000000000000004,0.0
DOMINATION,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DON,0.014258294488620784,0.005758157389635317,2.476190476190476,0.40384615384615385,0.0
DONATED,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DONATING,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DONE,0.0013709898546750755,0.0019193857965451055,0.7142857142857143,1.4,0.0
DONT,0.004661365505895256,0.00027419797093501506,17.0,0.058823529411764705,0.0
DOOM,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DOOMED,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DORSEY,0.0008225939128050452,0.0005483959418700301,1.5,0.6666666666666666,0.0
DOSE,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DOT,0.0016451878256100905,0.0024677817384151355,0.6666666666666667,1.4999999999999998,0.0
DOUBLE,0.0019193857965451055,0.0008225939128050452,2.333333333333333,0.4285714285714286,0.0
DOUBLES,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
DOUBT,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
DOWN,0.005209761447765287,0.003564573622155196,1.4615384615384617,0.6842105263157894,0.0
DOWNLOADING,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DOWNLOADS,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DOWNTREND,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DRAFTKINGS,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DRAINED,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DRAINING,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
DRAMA,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
DRAMATIC,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DREAM,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DREAMS,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DRILL,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DRIVE,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
DRIVING,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DRONES,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DROP,0.004112969564025226,0.005483959418700302,0.7499999999999999,1.3333333333333335,0.0
DROPPED,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DROPPING,0.002741979709350151,0.0008225939128050452,3.3333333333333335,0.3,0.0
DROPS,0.0019193857965451055,0.0005483959418700301,3.5,0.2857142857142857,0.0
DTRAVEL,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DUBAI,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
DUE,0.0016451878256100905,0.0005483959418700301,3.0,0.3333333333333333,0.0
DUMB,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DUMBEST,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DUMP,0.014806690430490814,0.004112969564025226,3.6,0.2777777777777778,0.0
DUMPAGE,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DUMPED,0.0016451878256100905,0.0005483959418700301,3.0,0.3333333333333333,0.0
DUMPING,0.003016177680285166,0.0008225939128050452,3.666666666666667,0.2727272727272727,0.0
DUMPS,0.0013709898546750755,0.00027419797093501506,5.000000000000001,0.19999999999999998,0.0
DUNGEON,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DURING,0.0016451878256100905,0.0005483959418700301,3.0,0.3333333333333333,0.0
DUST,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DXY,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DYDX,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
DYING,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Daily,0.00027419797093501506,0.0021935837674801205,0.125,8.0,0.0
Dale,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Dalio,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
Dan,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Danger,0.0013709898546750755,0.0005483959418700301,2.5000000000000004,0.39999999999999997,0.0
Dangerous,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Dangers,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Dao,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Dapp,0.0008225939128050452,0.0005483959418700301,1.5,0.6666666666666666,0.0
Dapper,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Dapps,0.0013709898546750755,0.00027419797093501506,5.000000000000001,0.19999999999999998,0.0
Darius,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Dark,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Darren,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Data,0.0024677817384151355,0.003290375651220181,0.7499999999999999,1.3333333333333335,0.0
Date,0.0013709898546750755,0.00027419797093501506,5.000000000000001,0.19999999999999998,0.0
Dates,0.0008225939128050452,0.0005483959418700301,1.5,0.6666666666666666,0.0
Dave,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Davincij,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Day,0.006580751302440362,0.005483959418700302,1.2,0.8333333333333334,0.0
Days,0.004112969564025226,0.003016177680285166,1.3636363636363635,0.7333333333333334,0.0
DeDollarization,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
DeFi,0.0013709898546750755,0.004387167534960241,0.31250000000000006,3.1999999999999997,0.0
DeHorizon,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DeHub,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DeRace,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
DeVerse,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Dead,0.0005483959418700301,0.0008225939128050452,0.6666666666666666,1.5,0.0
Deal,0.00027419797093501506,0.0013709898546750755,0.19999999999999998,5.000000000000001,0.0
Deals,0.0005483959418700301,0.0005483959418700301,1.0,1.0,0.0
Death,0.0010967918837400603,0.00027419797093501506,4.0,0.25,0.0
Deathcross,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Debacle,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Debate,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Debit,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Debt,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
Debut,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Debuts,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Dec,0.0005483959418700301,0.0013709898546750755,0.39999999999999997,2.5000000000000004,0.0
Decade,0.0005483959418700301,0.0008225939128050452,0.6666666666666666,1.5,0.0
Decades,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
December,0.003564573622155196,0.02111324376199616,0.16883116883116883,5.923076923076923,0.0
Decentaland,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Decentraland,0.0005483959418700301,0.003290375651220181,0.16666666666666666,6.0,0.0
Decentralization,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Decentralize,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Decentralized,0.00027419797093501506,0.0013709898546750755,0.19999999999999998,5.000000000000001,0.0
Decide,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Deciding,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Decision,0.0010967918837400603,0.00027419797093501506,4.0,0.25,0.0
Decisive,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Declaration,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Declared,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Declares,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Decoupling,0.0008225939128050452,0.0005483959418700301,1.5,0.6666666666666666,0.0
Deemed,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Deep,0.0019193857965451055,0.0010967918837400603,1.75,0.5714285714285714,0.0
Default,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Defend,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Defends,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Defense,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Defi,0.004387167534960241,0.0024677817384151355,1.777777777777778,0.5625,0.0
Defined,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Defining,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Definitely,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Definitive,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
Deflation,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Deflationary,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Defy,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Delay,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Delayed,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Deleted,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Delhivery,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Deliberating,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Delist,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Deliver,0.00027419797093501506,0.0010967918837400603,0.25,4.0,0.0
Delivering,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Deliverr,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Delivers,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Delivery,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Deloitte,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Delusion,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Demand,0.0008225939128050452,0.0010967918837400603,0.75,1.3333333333333333,0.0
Demise,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Demo,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Democratising,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Department,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Depend,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Depo,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Depth,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Derivatives,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Desert,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Deso,0.00027419797093501506,0.0008225939128050452,0.3333333333333333,3.0,0.0
Despite,0.0010967918837400603,0.00027419797093501506,4.0,0.25,0.0
Destined,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Destiny,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Destroy,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Destroyed,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Destroying,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Destruct,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Details,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Detect,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Determine,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Determined,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Dethrones,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Dev,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Developer,0.0005483959418700301,0.0008225939128050452,0.6666666666666666,1.5,0.0
Developers,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Developing,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Development,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Devices,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Dex,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Dexi,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Dexioprotocol,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Dexs,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Diamonds,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Did,0.003016177680285166,0.002741979709350151,1.0999999999999999,0.9090909090909092,0.0
Didi,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Didn,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
Die,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Died,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Dies,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Diet,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Difference,0.00027419797093501506,0.0005483959418700301,0.5,2.0,0.0
Different,0.00027419797093501506,0.00027419797093501506,1.0,1.0,0.0
Digging,0.0008225939128050452,0.00027419797093501506,3.0,0.3333333333333333,0.0
Digibyte,0.0005483959418700301,0.00027419797093501506,2.0,0.5,0.0
Digital,0.0008225939128050452,0.003016177680285166,0.2727272727272727,3.666666666666667,0.0
